BX9yEgW8WkoWV8SvqTMMCynkQWreRTJ9ZS81dRXYnnR9,101,SPIKE,Spike,6,https://cf-ipfs.com/ipfs/QmT5fpXXrZsF1z5hLqQgHboWbJWtPgLqCt9jsqzERizH1d,[community],coingeckoId:spike
B5WTLaRwaUQpKk7ir1wniNB6m5o8GgMrimhKMYan2R6B,101,Pepe,Pepe,6,https://ipfs.io/ipfs/QmZMTnCNYincJTTtNvxptHGEnB36F336C544Re5Zjo2QLj,[community],coingeckoId:pepe-sol
6D7NaB2xsLd7cauWu1wKk6KBsJohJmP2qZH9GEfVi5Ui,101,SC,Shark Cat,6,https://cf-ipfs.com/ipfs/QmYZnjijjtoH2YDCPxUc6advSuSbsCre4gDjtS2YTUfw7P,[community],coingeckoId:shark-cat
8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,101,TOPG,TOP G,6,https://ipfs.io/ipfs/QmSoStGEqkQ3oRJtChNoqiLH7iBBmSv5xZFfrYcJvmG3Fr,[community],coingeckoId:top-g
69kdRLyP5DTRkpHraaSZAQbWmAwzF9guKjZfzMXzcbAs,101,USA,American Coin,6,https://arweave.net/xUs-YuP__T2cCUofTOJmYcHIzFHj5s8TdH-O-g9qn3w,[community],coingeckoId:american-coin
85VBFQZC9TZkfaptBWjvUw7YbZjy52A6mjtPGjstQAmQ,101,W,Wormhole Token,6,https://wormhole.com/token.png,[community],coingeckoId:wormhole
rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof,101,RENDER,Render Token,8,https://shdw-drive.genesysgo.net/5zseP54TGrcz9C8HdjZwJJsZ6f3VbP11p1abwKWGykZH/rndr.png,[community],coingeckoId:render-token
jucy5XJ76pHVvtPZb5TKRcGQExkwit2P5s4vY8UzmpC,101,jucySOL,Juicy SOL,9,https://shdw-drive.genesysgo.net/5ohvXVJ7f3HxnwYGnXKdECWC3KFcU95dHu7S7x69Y1sA/logo_rev.svg,[community],coingeckoId:juicy-staked-sol
WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk,101,WEN,Wen,5,https://shdw-drive.genesysgo.net/GwJapVHVvfM4Mw4sWszkzywncUWuxxPd6s9VuFfXRgie/wen_logo.png,[community],coingeckoId:wen-4
8vCAUbxejdtaxn6jnX5uaQTyTZLmXALg9u1bvFCAjtx7,101,ZACK,ZACK MORRIS,6,https://cf-ipfs.com/ipfs/QmPe1csXRHKPF7Yn5PGzrGk9EXi9yNs1keB2c7sqsHkHNN,[community],coingeckoId:zack-morris
6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx,101,RETARDIO,RETARDIO,6,https://bafkreidx64y72zvdmaysswocovwowtjlxjnh26qh62edql5gmp5rpo5gpm.ipfs.nftstorage.link,[community],coingeckoId:retardio
ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,101,BOME,BOOK OF MEME,6,https://bafybeidov7gddabmqke3fozpuvlllp3q2c537f2vfyyf6or4spbbao6cee.ipfs.nftstorage.link/,[community],coingeckoId:book-of-meme
picobAEvs6w7QEknPce34wAE4gknZA9v5tTonnmHYdX,101,picoSOL,picoSOL,9,https://arweave.net/zR2ZKXpwmG4hMpqhGXlvz-B7PMs34cXxVb2gC1DmlDo,[community],coingeckoId:pico-staked-sol
nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7,101,NOS,Nosana,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7/logo.png,[old-registry, solana-fm],coingeckoId:nosana
5LafQUrVco6o7KMz42eqVEJ9LW31StPyGjeeu5sKoMtA,101,MUMU,Mumu the Bull,6,https://bafkreihszutctvdmdlyjtzfmj7rgvdorpc7jchj2td3feypc7veidbkpsu.ipfs.nftstorage.link,[community],coingeckoId:mumu-the-bull-3
NeonTjSjsuo3rexg9o6vHuMXw62f9V7zvmu8M8Zut44,101,NEON,Neon EVM,9,https://raw.githubusercontent.com/neonevm/neon-evm.docs/main/static/icons/token.svg,[community],coingeckoId:neon
he1iusmfkpAdwvxLNGV8Y1iSbj4rUy6yMhEA3fotn9A,101,hSOL,Helius Staked SOL,9,https://raw.githubusercontent.com/igneous-labs/lst-offchain-metadata/master/hSOL/hSOL.png,[community],coingeckoId:helius-staked-sol
TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6,101,TNSR,Tensor,9,https://arweave.net/beGAyeIzjV_UkyjFtxbkZyi_YqfOBWayiQ0B6wqWygY,[community],coingeckoId:tensor
A3eME5CetyZPBoWbRUwY3tSe25S6tb18ba9ZPbWk9eFJ,101,PENG,Peng,6,https://bafkreibmv7tbmuqqhm2foemzuy4o4bxqd677r3obw6igrtlmpe5k3j4oge.ipfs.nftstorage.link,[community],coingeckoId:peng
Dnb9dLSXxAarXVexehzeH8W8nFmLMNJSuGoaddZSwtog,101,COK,cok the cat,6,https://arweave.net/50WjWGHJ--0JOMACDrGkQVEp_wuZgURMbkYlaFSDG_Q,[community],coingeckoId:catownkimono
DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7,101,DRIFT,Drift,6,https://metadata.drift.foundation/drift.png,[community],coingeckoId:drift-protocol
SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,101,SHDW,Shadow Token,9,https://shdw-drive.genesysgo.net/FDcC9gn12fFkSU2KuQYH4TUjihrZxiTodFRWNF4ns9Kt/250x250_with_padding.png,[old-registry, solana-fm],coingeckoId:genesysgo-shadow
8doS8nzmgVZEaACxALkbK5fZtw4UuoRp4Yt8NEaXfDMb,101,$WAFFLES,WAFFLES,6,https://cf-ipfs.com/ipfs/QmNykfpiTcSM692rpcvfSs1KczefHbUthAmc6xKqy4r9db,[community],coingeckoId:waffles
2Pp6ebUvEL9YRTauUTmGTwYZKRfyQXGM9jE4S8WPDtEy,101,LAB,The Professor,6,https://bafybeid7jj3mtoveumfngqonkx7n6usw437c66asi2ucce6sewtbjga2ni.ipfs.cf-ipfs.com/,[community],coingeckoId:the-professor
AMjzRn1TBQwQfNAjHFeBb7uGbbqbJB7FzXAnGgdFPk6K,101,SOLCEX,SolCex,6,https://i.imgur.com/YN1yUMM.png,[community],coingeckoId:solcex
GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn,101,nub,nubcat,9,https://bafkreieny7bfqv76t3pgaaktrrux6j2iflefncegqxmezqsqrzy7kjhhy4.ipfs.nftstorage.link/,[community],coingeckoId:sillynubcat
HLptm5e6rTgh4EKgDpYFrnRHbjpkMyVdEeREEa2G7rf9,101,DUKO,Duko,6,https://bafkreicncfoowhhwrvtkajpivg6lbi5qsktrsfhs3x264k4kgdil5hv26q.ipfs.nftstorage.link/,[community],coingeckoId:duko
LAinEtNLgpmCP9Rvsf5Hn8W6EhNiKLZQti1xfWMLy6X,101,laineSOL,Laine Stake,9,https://shdw-drive.genesysgo.net/4DUkKJB966oMk8zq57KkAUxqg9HpuWtZ3BKobhmYph39/laineSOL.webp,[community, solana-fm],coingeckoId:laine-stake
C3JX9TWLqHKmcoTDTppaJebX2U7DcUQDEHVSmJFz6K6S,101,Bazinga,Bazinga,6,https://bafybeif7h5brb4gb5p5nh5eox7xfqqrujsgcrigh325j22luq5bogucmtu.ipfs.cf-ipfs.com,[community],coingeckoId:bazinga-2
HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,101,PYTH,Pyth Network,6,https://pyth.network/token.svg,[community, solana-fm],coingeckoId:pyth-network
Comp4ssDzXcLeu2MnLuGNNFC4cmLPMng8qWHPvzAMU1h,101,compassSOL,Compass SOL,9,https://solanacompass.com/compass.png,[community],coingeckoId:solana-compass-staked-sol
BMt3pq4g8ggWWBnd6DJ1jhVyTkHfWjAfJwWW6sRCbQJv,101,BUBBA,BUBBA,9,https://node1.irys.xyz/V2FzTx2Kk0j9PkX0PRfWn9zjDStHWWd0KE_6zgqGMMI,[community],coingeckoId:bubba
ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq,101,ZEUS,ZEUS,6,https://raw.githubusercontent.com/ZeusNetworkHQ/zeus-metadata/master/logo-v1.png,[community],coingeckoId:zeus-network
A9mUU4qviSctJVPJdBJWkb28deg915LYJKrzQ19ji3FM,101,USDCet,USD Coin (Portal from Ethereum),6,https://raw.githubusercontent.com/wormhole-foundation/wormhole-token-list/main/assets/USDCet_wh.png,[wormhole, old-registry],coingeckoId:usd-coin-wormhole-from-ethereum
26KMQVgDUoB6rEfnJ51yAABWWJND8uMtpnQgsHQ64Udr,101,HAMMY,SAD HAMSTER,6,https://bafkreidnhl3agzjkay3ljojmvwid72amoumqftgaw7lks2keg27ph3efsu.ipfs.nftstorage.link,[community],coingeckoId:sad-hamster
9jaZhJM6nMHTo4hY9DGabQ1HNuUWhJtm7js1fmKMVpkN,101,AMC,AMC,9,https://bafkreic5kaqbao44hmgvcpa2ssah2rrmw7a4kwu7cnihbidoiqi6juiiai.ipfs.nftstorage.link/,[community],coingeckoId:amc
hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux,101,HNT,Helium Network Token,8,https://shdw-drive.genesysgo.net/CsDkETHRRR1EcueeN346MJoqzymkkr7RFjMqGpZMzAib/hnt.png,[community, solana-fm],coingeckoId:helium
mb1eu7TzEc71KxDpsmsKoucSSuuoGLv1drys1oP2jh6,101,MOBILE,Helium Mobile,6,https://shdw-drive.genesysgo.net/CsDkETHRRR1EcueeN346MJoqzymkkr7RFjMqGpZMzAib/mobile.png,[community, solana-fm],coingeckoId:helium-mobile
5Wd2ALxQfnpgQKCyH4WL9giBiiuuLuJs84CJxfQccvmN,101,speed,real fast,6,https://cf-ipfs.com/ipfs/Qmefzw1YgkLqYGJbrPirJLtbzjoNJ5JfBKN1tMX3okpHfE,[community],coingeckoId:real-fast
3WoatNLfMffazu8aCSmRSdWFngpJQ4GUMFJxtSzoDqau,101,KOW,Kowalski,6,https://bafkreihdkgipc7nho7lix35i54gupf56hpnazx6d5jbqtxtmg34iifefga.ipfs.nftstorage.link/,[community],null
FcScaNdN3TRPMwcgqHj1E5GuEh1rNesBGVN5WtZuad1z,101,TWTR,Twitter,9,https://ipfs.io/ipfs/QmcjVdSFfWsecrqusiviGb2HJri4PKJjLs8fa3hzycv3xL,[community],null
3ag1Mj9AKz9FAkCQ6gAEhpLSX8B2pUbPdkb9iBsDLZNB,101,HONK,Honk,9,https://bafkreia5nmyxbrxshpiebsakviidhkfuoevpcyzonwov7bmaovce5ekzym.ipfs.nftstorage.link,[community],coingeckoId:honk
AqEHVh8J2nXH9saV2ciZyYwPpqWFRfD2ffcq5Z8xxqm5,101,YAKU,Yaku,9,https://arweave.net/vBuoW86uFsjvQjilInux-5bL8rNI5sbehVBY16KmU5I,[community],coingeckoId:yaku
4ThReWAbAVZjNVgs5Ui9Pk3cZ5TYaD9u6Y89fp6EFzoF,101,1SOL,1sol.io (Portal),8,https://raw.githubusercontent.com/wormhole-foundation/wormhole-token-list/main/assets/1SOL_wh.png,[wormhole, old-registry],null
4TUNzcgp2fPD48fcW4seRjyqyDZMrPj4ZubnXFEsKeYk,101,PRNT,PRNT,7,https://shdw-drive.genesysgo.net/EYH4kEfffWwRnF63G6Sx68sHdhkue4trzuSeUji9UJSe/prnt.jpg,[community],coingeckoId:prnt
FS66v5XYtJAFo14LiPz5HT93EUMAHmYipCfQhLpU4ss8,101,SMOG,Smog,6,https://cloudflare-ipfs.com/ipfs/QmXXiyBNz4PWiP73JicWvQBPvsKJG2uwsvF5obyNvUvL9h,[community],coingeckoId:smog
AUwugnCh1tFc5scRHLNqnHjfcRbHRsq7yrKFUe7Ysmgs,101,CZOL,CZOL,6,https://bafkreiemwpzys44xlp5ug34bvjl3b4iyhoc3aznaykas67vwajx7zl3csi.ipfs.nftstorage.link,[community],coingeckoId:czolana
MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac,101,MNGO,Mango,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac/token.png,[old-registry, solana-fm],coingeckoId:mango-markets
34pxeud2ajwJaq7XZrYdvUUGHKJP2dFrAg6k8zvSsigt,101,FURBY,FURBY,9,https://dd.dexscreener.com/ds-data/tokens/solana/34pxeud2ajwJaq7XZrYdvUUGHKJP2dFrAg6k8zvSsigt.png?size=lg&key=108564,[community],null
2x8o3hA5S5fBxCSE9hzVTf3RohcMWHqkDNKNEPuzprD5,101,STBOT,SolTradingBot,9,https://yzevocek3mrl6hm2lz4m4nhskyu4knc4d5xissdmnss7wkecrodq.arweave.net/xklXCIrbIr8dml54zjTyVinFNFwfbolIbGyl-yiCi4c,[community],coingeckoId:soltradingbot
9Zhvjcce3kHbYQGojybM9GbtE76rvoMJM36egCcmPs2s,101,HOPE,HOPE,9,https://ipfs.io/ipfs/QmfJE2zGbSrFzopqis8B9AAfKRZHLYt6GDjcB368zBmvSB,[community],null
B5Fvzd2RL5ctrmFsvDafXiNGbBqbxapiryJo8JfoSEcA,101,KITTI,KITTI TOKEN,5,https://arweave.net/I1RzcnSel2oghDkMBE-lZBV9b6AuyDJc0Ywo6QmDlSQ,[community, solana-fm],coingeckoId:kitti
kiGenopAScF8VF31Zbtx2Hg8qA5ArGqvnVtXb83sotc,101,KI,Genopets Ki,9,https://arweave.net/WfPR8w5dEoerG_bI3S2o2_nuSfWY3p8M4YbQ6ijd1cQ?ext=png,[community, solana-fm],coingeckoId:genopet-ki
6dKCoWjpj5MFU5gWDEFdpUUeBasBLK3wLEwhUzQPAa1e,101,CHEX,Chintai,8,https://chintai.io/images/icon.svg,[community],coingeckoId:chex-token
RKT69NZHN5uovcan3q5hRbZzfJuXiGEuPmGANoBJLLz,101,$RKT,Racket,5,https://arweave.net/Vr36ys1neJyzyfhkxv1Cxt3QJF7LhuDd_iGmvSYjLkg,[community],coingeckoId:racket
EtBc6gkCvsB9c6f5wSbwG8wPjRqXMB5euptK6bqG1R4X,101,batcat,batcat,6,https://bafybeicsjyohcl7dtqag6towz7xyyc2h2fjn7mkhjpbyo7mhinfwkidwjm.ipfs.nftstorage.link,[community],coingeckoId:batcat
F89doZeeUe9ajcU6gNR1F5RLaQWcJMdPDNSuLuvJUst9,101,NARD,Nard,6,https://cf-ipfs.com/ipfs/bafybeie62um5xrgkk6ct7eljhxkuuejccao7br4joj2ncsv55j2oro6z7m,[community],null
3XwZtyP5g2ku5cNzLXYcBYygvToXKdjw73GSRq73QYLQ,101,KREECHURE,Kreechures,2,https://cloudflare-ipfs.com/ipfs/QmQLfAMg5aDV2oLeeF5er4hTU5y8wQMB4CaEURxraG6SJd,[community],null
AeNg6DaCAjNpK7CvkSC6c9j5g8YFSp78aTQxejaNRNcz,101,BAREBEARS,BAREBEARS,6,https://bafybeigojiffozmk6hzhbyrwvdiyrq3anyp2otos7p4us7nowkanlhgirq.ipfs.nftstorage.link/,[community],null
HC2KyVkPK9Mc9NEFPUi43okhTYPa5fStk6a3Ci3cDbQS,101,trumpie,trumpie,6,https://ipfs.io/ipfs/QmYFY4tHPVNZ2sLYnktG4t4axSwXNhFxQHjdgyy39tLvdx,[community],coingeckoId:trumpie
Dnpy7ZkE1LvhyTC1hmTb8opJ6g9rgt2oRvN8z7y35WRJ,101,BAG,BIRKIN,9,https://bafkreigd6ctqmxdljfkneqijeauaysugvfu3fk2wcm72a54n4b55ptjl7u.ipfs.nftstorage.link,[community],null
HJbNXx2YMRxgfUJ6K4qeWtjatMK5KYQT1QnsCdDWywNv,101,ATS,Atlas Dex,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/HJbNXx2YMRxgfUJ6K4qeWtjatMK5KYQT1QnsCdDWywNv/logo.png,[old-registry, solana-fm],coingeckoId:atlas-dex
yomFPUqz1wJwYSfD5tZJUtS3bNb8xs8mx9XzBv8RL39,101,YOM,YOM,9,https://yom.mypinata.cloud/ipfs/QmQ9qE5XWMEyzQGWJFcZjwjigHBzSWDaaf2xFhCFqdvUcx,[community, solana-fm],coingeckoId:your-open-metaverse
A1KLoBrKBde8Ty9qtNQUtq3C2ortoC3u7twggz7sEto6,101,USDY,Ondo US Dollar Yield,6,https://hq3wjgefwtje2kue7bvqlevhns2udaharnibucrgui3lhgy4aniq.arweave.net/PDdkmIW00k0qhPhrBZKnbLVBgOCLUBoKJqI2s5scA1E,[community],coingeckoId:ondo-us-dollar-yield
6gnCPhXtLnUD76HjQuSYPENLSZdG8RvDB1pTLM5aLSJA,101,BSKT,Basket,5,https://gateway.irys.xyz/69o2b3_ekRo4nosnyyXc9piS7d7-8u-h7MNviNzXFYA,[community],null
HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,101,EURC,EURC,6,https://www.circle.com/hubfs/Brand/EURC/EURC-icon_128x128.png,[community],coingeckoId:euro-coin
PRAxfbouRoJ9yZqhyejEAH6RvjJ86Y82vfiZTBSM3xG,101,PRANA,prANA,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/PRAxfbouRoJ9yZqhyejEAH6RvjJ86Y82vfiZTBSM3xG/logo.png,[old-registry, solana-fm],coingeckoId:nirvana-prana
ARt4N4WY4PEdYUuBG7qENwuYSSiQUqP1RXFiahhwfzH9,101,EGIRL,EGIRL,9,https://bafkreid6lv4sec5o74hm2n43cjgoqt3g4ar3qx7fc3zw3niouxzbkudz24.ipfs.nftstorage.link,[community],null
9xYeZDHEwyuqJmqrTourbFRaxN2qhkYesnz3iQ3FPz4r,101,ELMNT,ELMNT,5,https://pbs.twimg.com/profile_images/1656328676768620549/ynTCpCiz_400x400.jpg,[community],null
DDRmuJ77t7d6pkBDXE47ZALjSZm3udVGJMgZjZBk41LH,101,MERTD,Merted,9,https://bafybeibpf5nm257i63j2ttxrnzsirmmavwn5fj5y24olh5a55ydlugekpe.ipfs.nftstorage.link,[community],null
9TVjnzpF3X8DHsfVqYWoCGphJxtGYh1PDCFN5QmsHW5t,101,MDS,Midas,9,https://arweave.net/DcmraYTxxarO5sZ1fIKdPIo1f76lRMZB_-q7y1d3Qqw,[community, solana-fm],coingeckoId:midas-token
2MtPZqwNKTNsBoFCwm4ZTWk3ySz4LSd82ucDGeTk7VNu,101,IVRY,Portals,2,https://dl.airtable.com/.attachmentThumbnails/102af36cc30fec0b05ebb45406f20971/126d0320,[community, solana-fm],null
CKfatsPMUf8SkiURsDXs7eK6GWb4Jsd6UDbs7twMCWxo,101,BERN,BonkEarn,5,https://i.imgur.com/nd9AVZ4.jpeg,[community, token-2022],coingeckoId:bonkearn
9mV4WUukVsva5wYcYW4veo34CNDiF44sh3Ji65JNdvh5,101,TRUNK,Elephant Money Stable (Wormhole),8,https://elephant.money/img/logo/trunk-logo.png,[community],null
3Ztt53vwGhQGoEp3n1RjSu4CFnGRfqzwo6L8KN8gmXfd,101,METAS,METASEER,9,https://metaseer.io/img/home-one/logo256.png,[old-registry, solana-fm],null
8HJ81sHVsmJMzm6XBfTgywWQXwQTmVdmXaQHm7htGPH2,101,spurdo,Spurdo Spärde,9,https://bafkreiedrxet7nlt4bcqwkf6eeouhp3r2ioswagyn7dpb4eqao4lwweede.ipfs.nftstorage.link,[community],coingeckoId:spurdo-sparde
21kbezaCxz9dG2NtXp7pW1hAmtKe6ykiJkeT1EiGXDyY,101,EDUST,Exiled Dust Protocol,9,https://i.imgur.com/KPPBoDB.png,[community],null
6Ra49aqZTbEurJB1UQgAj1TjvbqajGP5um7gsTym8tWm,101,HUHCAT,huh cat,9,https://media.discordapp.net/attachments/1226868639815438386/1227643314057117756/huh_cat.png?ex=662926ee&is=6616b1ee&hm=bff710efabde7ee7387b4c9de572bd44afe221f2f0bcd70e85ec92fe5b90ee3c&=&format=webp&quality=lossless&width=1352&height=1352,[community],coingeckoId:huh-cat
KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE,101,AVAX,AVAX (Portal),8,https://raw.githubusercontent.com/wormhole-foundation/wormhole-token-list/main/assets/AVAX_wh.png,[wormhole, old-registry, solana-fm],coingeckoId:avalanche-wormhole
